source,BOCnt,CCCnt
"Richardson, Lawrence and Mitchell",0,1
Richardson-Davis,0,1
"Richmond, Kennedy and Johnston",0,1
"Riddle, Flores and Miller",0,1
Rift Valley fishery AS Whale,0,1
Rift Valley fishery Co Cargo,0,1
Rift Valley fishery Incorporated,0,1
Rift Valley fishery Kga,0,1
Rift Valley fishery Transport,0,1
Rift Valley fishery ОАО,0,1
Riley-Morris,0,1
Riley-White,0,1
Rios Inc,0,1
Rios Ltd,0,1
"Rios, Hebert and Garcia",0,1
Ritter-Parsons,0,1
"Rivas, Brown and Diaz",0,1
River Gambia  LLC Transportation,0,1
River Gambia  N.V. Export,0,1
Rivera Inc,0,1
Rivera PLC,0,1
Rivera and Sons,0,1
"Rivera, Jones and Thompson",0,1
"Rivera, Wright and Hensley",0,1
Rivera-Mitchell,0,1
Rivera-Rivera,0,1
Rivera-Taylor,0,2
Rivera-Wagner,0,1
Rivers Group,0,1
Roach-Brown,0,1
Robbins PLC,0,1
Robbins-Ford,0,1
"Roberson, Patterson and Brennan",0,1
Robert Tidepool GmbH Consulting,0,1
Roberts PLC,0,2
"Roberts, Clark and Jordan",0,1
"Roberts, Gonzalez and Cruz",0,1
Roberts-Johnson,0,2
Robertson Group,0,2
Robertson Inc,0,1
"Robertson, Scott and Brewer",0,1
Robertson-Berry,0,1
Robertson-Joseph,0,1
Robertson-Moreno,0,1
"Robinson, Barron and Sims",0,1
"Robinson, Dixon and Monroe",0,1
"Robinson, Morse and Rodriguez",0,1
Robinson-Holland,0,1
Robinson-Yates,0,1
"Robles, Farley and Elliott",0,1
Rocha Ltd,0,1
Rocha PLC,0,1
"Rodgers, Porter and Lopez",0,1
"Rodgers, Silva and Carr",0,1
"Rodgers, Steele and Jensen",0,1
Rodgers-Montgomery,0,1
"Rodriguez, Barker and Bell",0,1
"Rodriguez, Baxter and Watson",0,1
"Rodriguez, Bridges and Simon",0,1
"Rodriguez, Diaz and Stewart",0,1
"Rodriguez, Jackson and Richmond",0,1
"Rodriguez, Johnson and Wilson",0,1
"Rodriguez, Jones and Diaz",0,1
"Rodriguez, Rodriguez and Best",0,1
"Rodriguez, Shaffer and Reyes",0,1
Rodriguez-Erickson,0,1
Rodriguez-Gill,0,1
Rodriguez-Hernandez,0,1
Rodriguez-Holt,0,1
Rodriguez-Hughes,0,1
Rodriguez-Kramer,0,1
Rodriguez-Parks,0,1
Rodriguez-Ross,0,1
Rodriguez-Smith,0,1
Rodriguez-Vargas,0,1
Rodriguez-Ward,0,1
Rodriguez-Wright,0,1
"Rogers, Hernandez and Martin",0,1
Rogers-Lindsey,0,1
Rogers-Lutz,0,1
"Rojas, Thompson and Joseph",0,1
Roman LLC,0,1
Romero Ltd. Corporation Solutions,0,1
"Romero, Blevins and Beltran",0,1
"Romero, Clark and Perez",0,1
"Romero, Ramirez and Mendoza",0,1
Romero-James,0,1
"Rosario, Doyle and Payne",0,1
"Rose, Gallagher and Farmer",0,1
Ross Ltd,0,2
"Ross, Burns and Buchanan",0,1
"Ross, Cannon and Jones",0,1
"Ross, Hawkins and Garcia",0,1
"Ross, Little and Ortiz",0,1
"Ross, Monroe and White",0,1
Ross-Butler,0,1
Ross-Gonzales,0,1
Ross-Lawrence,0,1
Ross-Miller,0,1
Ross-Whitney,0,1
Roth Group,0,1
Rowe Inc,0,1
"Rowe, Stephens and Carney",0,1
Rowe-Bryant,0,1
Rowe-Daniels,0,1
Rowe-Ryan,0,1
"Rowland, Ross and Mitchell",0,1
"Rowland, Ward and Harvey",0,1
Rufiji Delta  BV Lighthouse,0,1
Rufiji Delta  Shipyard Ltd. Liability Co Forwading,0,1
Rufiji Delta  ОАО Shoal,0,1
Rufiji River  Limited Liability Company Consultants,0,1
Rufiji River  Pic Freight,0,1
Ruiz Ltd,0,1
"Ruiz, Daniels and Daniels",0,1
"Ruiz, Lewis and Montgomery",0,1
"Ruiz, Sims and Robertson",0,1
Ruiz-Clarke,0,1
Ruiz-Hall,0,1
Ruiz-West,0,1
Rush LLC,0,2
Rush-Carney,0,1
"Russell, Cole and Murray",0,1
Russell-Turner,0,1
Russell-Vasquez,0,1
Russell-Willis,0,1
Russian River CJSC Brothers,0,1
Russian River Corporation Cargo,0,1
Russian River Ges.m.b.H. Enterprises,0,1
Russian River LLC Transportation,0,1
Russo-Morrow,0,1
Ryan LLC,0,2
Ryan-Guzman,0,1
Rybachit Dredge AG Holdings,0,1
Rybachit Sagl and Son's,0,1
SRL Ltd. Liability Co,0,1
Sahara  LLC Co Consultants,0,1
Sahara  LLC Corporation Beach,0,1
Sahara  LLC LC Merchants,0,1
Sahara  LLC Sp International,0,1
Saharan Coast  BV Marine,0,1
Saharan Coast  Ltd Transport,0,1
Saharan Coast  NV Express,0,1
Saharan Coast  Pic Forwading,0,1
Saharan Coast  Seafood N.V. United,0,1
Saharan Oasis  AS United,0,1
Sailors and Surfers Catchers,0,1
Sailors and Surfers ОАО Holdings,0,1
"Salazar, Valencia and Velazquez",0,1
Salazar-Bailey,0,1
Salazar-Colon,0,1
Salazar-Smith,0,1
Salazar-Wright,0,1
Salt WaterCo GmbH Express,0,1
Salt WaterCo Pic Transit,0,1
Salt WaterCo and Son's,0,1
Saltwater Sanctuary BV Transportation,0,1
Saltwater Sanctuary Worldwide Laksa,0,1
Saltwater Seekers GmbH & Co. KG,0,1
Saltwater Serenity Coral Reef Corporation Line,0,1
Saltwater Sisters Company Marine,0,1
Saltwater Sisters Ges.m.b.H. Tanker,0,1
Saltwater Sisters Ltd Shipping,0,1
Saltwater Sisters Marine sanctuary,0,1
Saltwater Sizzle Corporation Carriers,0,1
Saltwater Sizzle Corporation Investment,0,1
Saltwater Sizzle Ltd. Liability Co Consultants,0,1
Saltwater Sizzle Sagl Transport,0,1
Saltwater Solitude Marine conservation Dredge,0,1
Saltwater Solutions BV &,0,1
Saltwater Solutions S.p.A. Brothers,0,1
Saltwater Supreme GmbH & Co. KG,0,1
Saltwater Supreme Sp Carriers,0,1
Saltwater Surf Club AB,0,1
Saltwater Surf Club Company,0,2
Saltwater Surf Club Starfish,0,1
Saltwater Symphony Delivery Brine,0,2
Saltwater Symphony Inc Holdings,0,1
Saltwater Symphony Ltd. Corporation Consulting,0,1
Saltwater Symphony Sandbar AB Services,0,1
SaltwaterSnacks Harbor Inc Shipping,0,1
Samaka Chart ОАО Delivery,0,1
Samaka Inc Marine biology,0,1
Samaka Limited Liability Company Carriers,0,1
Samaka Ltd. Liability Co,0,1
"Sanchez, Bowers and Fischer",0,1
"Sanchez, Deleon and Rojas",0,1
"Sanchez, Jenkins and Moran",0,1
"Sanchez, Miller and Gross",0,1
"Sanchez, Sanchez and Rodriguez",0,1
"Sanchez, Welch and Harvey",0,1
Sanchez-Bowman,0,1
Sanchez-Foster,0,1
Sanchez-Frey,0,1
Sanchez-Reese,0,1
Sanchez-Wolfe,0,1
Sanchez-Zamora,0,1
Sander Creek Limited Liability Company Brothers,0,1
Sander Swordfish Corporation Express,0,1
"Sandoval, Hernandez and Peterson",0,1
Sandoval-Sanchez,0,1
"Sanford, Bartlett and Flores",0,1
"Santana, Cunningham and Little",0,1
"Santiago, Stephens and Gillespie",0,1
"Santos, Noble and Simpson",0,1
Santos-Turner,0,1
"Saunders, Black and Baker",0,1
Saunders-Carroll,0,1
"Savage, Martin and Pratt",0,1
Savaneta & AB Transit,0,1
Savaneta GmbH & Co. KG,0,1
Savaneta SE Marine conservation,0,1
"Sawyer, Pena and Arroyo",0,1
"Sawyer, Shelton and Barton",0,1
"Sawyer, Williams and West",0,1
Scania Limited Liability Company,0,1
Scania Ltd. Liability Co,0,1
Schmidt Ltd,0,1
"Schmidt, Ochoa and Arroyo",0,1
Schmidt-Kelly,0,1
Schmitt-Cochran,0,1
Schneider-Hill,0,1
Schneider-Mathews,0,1
"Schroeder, Bennett and Macdonald",0,1
Schroeder-Allen,0,1
Schultz Group,0,1
Schultz Inc,0,1
Schultz Ltd,0,1
"Schultz, Barber and Rich",0,1
"Schultz, Collins and Smith",0,1
"Schultz, Hardin and Taylor",0,1
"Schultz, Morales and Maddox",0,1
Schultz-Mcclure,0,1
Schwartz-Ellison,0,1
Schwartz-Green,0,1
Scott Ltd,0,2
"Scott, Dean and Patel",0,1
"Scott, Parker and Campbell",0,1
Scott-Bowen,0,1
Scott-Bryant,0,1
Scott-Charles,0,1
Scott-Melendez,0,1
Scott-Moore,0,1
Scott-Rubio,0,1
Scott-Sims,0,1
Scottish Lobster Corp Export,0,1
Scottish Salmon LLC United,0,1
Scottish Salmon SRL Express,0,1
Scottish Trout AB Holdings,0,1
Scottish Trout Plc Freight,0,1
Sea Breeze Ltd. Corporation,0,1
Sea Breeze Marine biology,0,1
Sea Breezes AG Solutions,0,1
Sea Harvest CJSC Marine sanctuary,0,1
Sea Harvest Ges.m.b.H. Carriers,0,1
Sea Harvest Marine life,0,1
Sea Harvest Plc Transit,0,1
Sea Luxe Oyj Solutions,0,1
Sea Seekers Corporation Mussel,0,1
Sea Shanty Ltd. Corporation,0,1
Sea Shanty SRL Marine ecology,0,1
Sea Spray AB Cargo,0,1
Sea Spray Inc America,0,1
Sea Spray LLC Distribution,0,1
Sea Spray Limited Liability Company Worldwide,0,1
Sea Spray Starfish N.V. Overseas,0,1
Sea Spray Tsunami Company Transport,0,1
Sea Star AB Investment,0,1
Sea Star Company Sandbar,0,1
Sea Star GmbH Marine biology,0,1
Sea Star ОАО Enterprises,0,1
Sea Striders Ltd. Corporation Forwading,0,1
Sea Striders Swordfish Pic Freight,0,1
SeaBass &  N.V. Marine ecology,0,1
SeaBass &  Plc Marine ecology,0,1
SeaBass &  S.A. de C.V.,0,1
SeaBass &  SE Tanker,0,1
SeaBite Nautilus A/S Marine biology,0,1
SeaBounty Captain BV Carriers,0,1
SeaFarms  Ltd. Corporation Marine conservation,0,1
SeaFarms  Ltd. Liability Co Brothers,0,1
SeaFarms Limited Liability Company,0,1
SeaFusion Barge LC Enterprises,0,1
SeaScape Foods Coral Inc Marine ecology,0,1
SeaScape Foods Corporation Compass,0,1
SeaScape Foods Ltd. Liability Co Delivery,0,1
SeaScape Foods Marine sanctuary,0,1
SeaScape Foods N.V. Transit,0,1
SeaScape Foods OJSC Overseas,0,1
SeaScape Foods Oyj Brothers,0,1
SeaScape Plc Marine life,0,1
SeaScape Tsunami LLC Brothers,0,1
SeaSelect Foods Incorporated Delivery,0,1
SeaSelect Foods Tidal flat Plc Transit,0,1
SeaSelect Ltd. Corporation Enterprises,0,1
SeaSiren Beachcomber AG Transport,0,1
SeaSiren GmbH Marine ecology,0,1
SeaSplash Foods Corporation Holdings,0,1
SeaSplash Foods Hull Pic Solutions,0,1
SeaSplash Starfish AB Delivery,0,1
SeaSpray Rybachit A/S Forwading,0,1
SeaSpritz Limited Liability Company Delivery,0,1
SeaTrek Ltd. Corporation Carriers,0,1
SeaTrekker Flounder Ges.m.b.H. Worldwide,0,1
Seabirds Limited Liability Company Marine biology,0,1
Seafarer's Club Plc and Son's,0,1
Seafarer's Club S.A. de C.V. Transit,0,1
Seafarer's Club ОАО Line,0,1
Seafaring Souls Fish  Inc Transportation,0,1
Seafaring Souls Ltd. Liability Co Transit,0,1
Seafaring Souls Pic Services,0,1
Seafoam GmbH & Co. KG,0,1
Seashell Sanctum Incorporated Express,0,1
Seashell Seekers Ltd. Liability Co Overseas,0,1
Seashell Seekers S.A. de C.V.,0,1
Seashell Seekers Sp Transit,0,1
Seashell s  LC Shipping,0,1
Seashell s  S.p.A. Distribution,0,1
Seashore Sanctuary Marine life,0,1
Seashore Sanctuary S.p.A. Marine,0,1
Seashore Sanctuary Salt spray,0,1
Seaside Strolls Ltd Brothers,0,1
Seaside Summit A/S Wakame,0,1
Seaside Summit Ltd. Corporation,0,1
Seaside Summit _ Oyj Express,0,1
Sellers Inc,0,1
Sellers-Bauer,0,1
Sellers-Floyd,0,1
Selous Game Reserve  AB,0,1
Selous Game Reserve  Brothers,0,1
Selous Game Reserve  Co Shipping,0,1
Selous Game Reserve  Corp,0,1
Selous Game Reserve  Freight,0,1
Selous Game Reserve  GmbH Express,0,1
Selous Game Reserve  Herring,0,1
Selous Game Reserve  Kga,0,2
Selous Game Reserve  Ltd,0,1
Selous Game Reserve  Marine,0,1
Selous Game Reserve  Saltwater,0,1
Senegal Coast  Dredge NV Transit,0,1
Senegal Coast  Kga Freight,0,1
Senegal River  GmbH Import,0,1
Senegal River  LLC Logistics,0,1
Senegal River  S.A. de C.V.,0,1
Serengeti  Inc. Co Solutions,0,1
Serengeti  Inc. Plc Line,0,1
"Sexton, Andrade and Williams",0,1
Shaffer Group,0,1
"Shaffer, Allen and Richards",0,1
Shaffer-Castro,0,1
Shaffer-Weaver,0,1
Shah-Copeland,0,1
Shanxi GmbH & Co. KG,0,1
Shanxi Ltd. Liability Co,0,1
"Sharp, Hughes and Moses",0,1
Shaw PLC,0,1
"Shaw, Graham and Ellison",0,1
"Shaw, Sullivan and Jenkins",0,1
Shaw-Smith,0,1
"Shea, Lawrence and Sanchez",0,1
Shepherd LLC,0,1
Sheppard-Brown,0,1
Sheppard-George,0,1
"Sherman, Williams and Reynolds",0,1
Shields-Welch,0,1
Shona Co Marine ecology,0,1
"Short, Brewer and Waller",0,1
"Short, Green and Patterson",0,1
Shou gan  Co Solutions,0,1
Shou gan  GmbH Shipping,0,1
Shou gan  Ltd. Liability Co,0,1
Shou gan  Ltd. Liability Co Breakwater,0,1
Shou gan  SE Delivery,0,1
Shou gan  SE Overseas,0,1
Shou gan  Tilapia Ges.m.b.H. Investment,0,1
Shou gan  Trout AB Worldwide,0,1
Sikkim   SRL & Son's,0,1
Sikkim  Limited Liability Company,0,1
Sikkim  Market AB Enterprises,0,1
Sikkim  Market Ges.m.b.H. and Son's,0,1
Sikkim  Market Marine biology,0,1
Sikkim  Market S.A. de C.V. Brothers,0,1
Silva PLC,0,1
"Silva, Bolton and Harris",0,1
Silva-Cabrera,0,1
Silva-Sullivan,0,1
SilverFin Ltd. Corporation Hijiki,0,1
SilverFin S.A. de C.V.,0,2
SilverScales Aquatic GmbH & Co. KG Carriers,0,1
SilverScales GmbH Marine sanctuary,0,1
SilverScales Limited Liability Company,0,1
SilverScales Regatta Sagl Freight,0,1
SilverStream Abalone Ltd Marine,0,1
Simien Mountains   GmbH Forwading,0,1
Simien Mountains   Ltd. Liability Co,0,1
Simmons Inc,0,1
"Simmons, Hawkins and Gallagher",0,1
"Simmons, Vega and Dennis",0,1
Simmons-White,0,1
Simon Group,0,1
Simon LLC,0,1
"Simpson, Hall and Williams",0,1
"Simpson, Jordan and Rodriguez",0,1
Simpson-Bell,0,1
Sims-Morales,0,1
Sims-Raymond,0,1
Singh Inc,0,1
Singh and Sons,0,1
"Singh, Duncan and Johnson",0,1
"Singh, Morales and Thomas",0,1
Singh-Allen,0,1
Singh-Lamb,0,1
"Singleton, Hill and West",0,1
Situhu S.A. de C.V.,0,1
Skeleton Coast  Kga Cargo,0,1
Skeleton Coast  OJSC Holdings,0,1
Skeleton Coastline BV Express,0,1
Sloan and Sons,0,1
Small Group,0,1
Small Inc,0,1
Small-Mayer,0,1
"Smith, Allen and Mcdonald",0,1
"Smith, Best and Morrison",0,1
"Smith, Chavez and Chung",0,1
"Smith, Davis and Nguyen",0,1
"Smith, Flores and Castro",0,1
"Smith, Hall and Rogers",0,1
"Smith, Harris and Woodard",0,1
"Smith, Heath and Shepard",0,1
"Smith, Jackson and Hernandez",0,1
"Smith, Johnson and Alvarado",0,1
"Smith, Johnson and Mclean",0,1
"Smith, Morris and Turner",0,1
"Smith, Mueller and Gray",0,1
"Smith, Nguyen and Martin",0,1
"Smith, Orozco and Herrera",0,1
"Smith, Pena and Olsen",0,1
"Smith, Phillips and Clarke",0,1
"Smith, Powell and Howard",0,1
"Smith, Reed and Richard",0,1
"Smith, Reeves and Wilson",0,1
"Smith, Stuart and Whitaker",0,1
"Smith, Walker and Cook",0,1
"Smith, Waller and Moody",0,1
"Smith, Weiss and Trujillo",0,1
"Smith, Wiggins and Ross",0,1
"Smith, Wilkerson and Montes",0,1
Smith-Baker,0,1
Smith-Barrera,0,1
Smith-Bartlett,0,1
Smith-Castillo,0,1
Smith-Chavez,0,1
Smith-Collins,0,1
Smith-Davis,0,1
Smith-Gray,0,1
Smith-Hamilton,0,1
Smith-Hansen,0,1
Smith-Hays,0,1
Smith-Leach,0,1
Smith-Moore,0,1
Smith-Morrison,0,1
Smith-Perez,0,1
Smith-Smith,0,1
Smith-Stewart,0,1
Smith-Torres,0,1
Smith-Wang,0,1
Smith-Wheeler,0,1
Smith-Wiley,0,1
"Snow, Stone and Melton",0,1
"Snyder, Perez and Williams",0,1
Snyder-Huffman,0,1
Snyder-Martinez,0,1
Solis-Hall,0,1
Solomon Inc,0,1
Solomon-James,0,1
Solomon-Taylor,0,1
Sosa LLC,0,1
"Sosa, Wheeler and Rios",0,1
Soto Ltd,0,1
"Soto, Dalton and Long",0,1
Soto-Wright,0,1
South Flotsam Inc Shipping,0,1
South Limited Liability Company,0,1
South Marine conservation Sagl Solutions,0,1
South Yacht AS Investment,0,1
Southeast Ltd. Liability Co Investment,0,1
Spanish  Nautilus Co Export,0,1
Spanish Anchovy CJSC Marine,0,1
Spanish Anchovy GmbH Export,0,1
Spanish Anchovy Harbor Corp Express,0,1
Spanish Anchovy Plc Transport,0,1
Spanish Anchovy Underwater Incorporated Family,0,1
Spanish Mackerel Limited Liability Company Marine life,0,1
Spanish Mackerel OJSC Cargo,0,1
Spanish Red Snapper Holdings,0,1
Spanish Red Snapper Investment Brackish,0,1
Spanish Red Snapper Line,0,1
Spanish Red Snapper OJSC,0,1
Spanish Shrimp ОАО Carriers,0,1
"Sparks, West and Payne",0,1
Sparks-Cooper,0,1
Sparrman's bream GmbH & Co. KG Marine ecology,0,1
Sparrman's bream Limited Liability Company,0,1
Sparrman's bream S.A. de C.V.,0,1
Sparrman's bream Wakame Kga Consulting,0,1
Sparrmans  Ltd. Liability Co Starfish,0,1
Sparrmans  Swordfish Ges.m.b.H. Merchants,0,1
Spears Ltd,0,1
Spence-Walters,0,1
Spencer Group,0,2
Spencer-Lucas,0,1
Spencer-Rowland,0,1
Spencer-Wiggins,0,1
"Stafford, Leon and Davis",0,1
Stafford-Holt,0,1
"Stanley, Hernandez and Austin",0,1
"Stanley, Soto and Walsh",0,1
Stanley-Griffin,0,1
Stanley-Vaughn,0,1
Stark and Sons,0,1
"Stark, Torres and Carpenter",0,1
Stark-Carlson,0,1
Stark-Hansen,0,1
Steele-Gill,0,1
Steele-Walker,0,1
Stephens LLC,0,1
Stephens and Sons,0,1
"Stephens, Fowler and Carlson",0,1
"Stephens, Garza and Thompson",0,1
"Stephens, Singleton and Hickman",0,1
Stephenson Ltd,0,1
Steven - LC Solutions,0,1
Steven Tide LC Transport,0,1
Stevens LLC,0,1
"Stevens, Anderson and Cook",0,1
"Stevens, Mcdonald and Lowery",0,1
"Stevens, Salinas and Dominguez",0,1
Stevens-Myers,0,1
Stevens-Robinson,0,1
Stevenson and Sons,0,1
"Stevenson, Rose and Johnson",0,1
"Stewart, Mason and Potter",0,1
"Stewart, Mcdowell and Hall",0,1
Stichting AS Marine conservation,0,1
Stichting Compass SRL Shipping,0,1
Stichting GmbH & Co. KG Marine biology,0,1
Stichting Hijiki Sagl & Son's,0,1
Stichting Seafood LC Logistics,0,1
Stichting Shoal Corp Marine life,0,1
Stone-Thornton,0,1
Stout and Sons,0,1
Strickland LLC,0,2
Strickland PLC,0,1
"Strickland, Garcia and Gray",0,1
Strong Inc,0,2
Stuart Group,0,1
"Stuart, Campbell and Johnson",0,1
Suarez Ltd,0,1
Suarez-Nichols,0,1
Sudd Swamp   NV Shipping,0,1
Sudd Swamp   Plc Export,0,1
"Sullivan, Butler and Obrien",0,1
"Sullivan, Norman and Scott",0,1
"Sullivan, Sanchez and Roth",0,1
Summers Inc,0,1
Supreme Hijiki Limited Liability Company Overseas,0,1
Supreme S.A. de C.V. Consultants,0,1
Surf  S.A. de C.V.,0,1
Surf  Tidal Ltd. Liability Co International,0,1
Surf and Sand A/S Marine life,0,1
Surf and Sand Company Family,0,1
Surf and Sand N.V.,0,1
Surf and Sand Ocean,0,1
Surf and Sand SE,0,1
Surf and Sea BV Cargo,0,1
Surf and Sea Distribution,0,1
Surf and Sea Lock OJSC Brothers,0,1
Surf and Sea Ltd. Liability Co Logistics,0,1
Surf's Up  A/S Family,0,1
Surf's Up  LLC Transportation,0,1
Surf's Up  S.p.A. Worldwide,0,1
Surf's Up s AG,0,1
Surf's Up s Abalone,0,1
Surf's Up s America Plc Solutions,0,1
Surf's Up s Canal Company Forwading,0,1
Surf's Up s ОАО Solutions,0,1
SurfSide Ferry Ltd. Corporation Import,0,1
Surfside  Limited Liability Company Marine ecology,0,1
Sutton-Huerta,0,1
Sweeney-Brown,0,1
Tamil  Seagrass Oyj Family,0,1
Tamil Nadu   LC Marine life,0,1
Tamil Nadu   Ltd. Liability Co,0,1
Tamil Nadu  Market -,0,1
Tamil Nadu  Market Co,0,1
Tamil Nadu  Market Ges.m.b.H. Sandbar,0,1
Tamil Nadu  Market Incorporated Freight,0,1
Tamil Nadu  Market LLC,0,1
Tamil Nadu  Market Ltd. Corporation,0,1
Tamil Nadu  Market N.V.,0,1
Tamil Nadu  Market Sagl,0,1
Tamil Nadu  Market Seabed Incorporated Carriers,0,1
Tamil Nadu s - Company Consulting,0,1
Tamil Nadu s Incorporated,0,2
Tamil Nadu s Kga Marine ecology,0,1
Tamil Nadu s Sp Barracuda,0,1
Tamil Nadu s ОАО,0,1
Tana River  Abalone Ltd. Corporation Cargo,0,1
Tana River  GmbH & Co. KG Consultants,0,1
Tana River  Ltd. Liability Co,0,1
Tana River  ОАО Shipping,0,1
Tangier Coast  Corporation Worldwide,0,1
Tangier Coast  Incorporated Delivery,0,1
Tangier Coast  N.V. Tidal flat,0,1
Tangier Coast  S.A. de C.V. Carriers,0,1
Tanner PLC,0,1
"Tanner, Chavez and Davis",0,1
Tapia-Andrews,0,1
Tate Inc,0,1
"Taylor, Gonzalez and Lopez",0,1
"Taylor, Smith and Garcia",0,1
Taylor-Davis,0,1
Taylor-Fisher,0,1
Taylor-Garcia,0,1
Taylor-Grant,0,1
Taylor-Hopkins,0,1
Taylor-Johnson,0,1
Taylor-Joyce,0,1
Taylor-Reyes,0,1
Taylor-Rios,0,1
Taylor-Sosa,0,1
Telangana  GmbH & Co. KG,0,1
Terrell-Cole,0,1
Terry-Gaines,0,1
Terry-Turner,0,1
The Salted Pearl AG,0,1
The Salted Pearl America Ltd Transit,0,1
The Salted Pearl Co,0,1
The Salted Pearl Corporation Brine,0,1
The Salted Pearl Dredge AG Shipping,0,1
The Salted Pearl Pic Export,0,2
The Salted Pearl Plc,0,1
The Salty Dog AS,0,1
The Salty Dog Distribution,0,1
The Salty Dog Ges.m.b.H.,0,1
The Salty Dog GmbH,0,1
The Salty Dog Incorporated,0,1
The Salty Dog Pic,0,1
The Salty Dog Transit,0,1
The Salty Pearl A/S,0,1
The Salty Pearl Buoy,0,1
The Salty Pearl Corporation,0,1
The Salty Pearl GmbH,0,1
The Salty Pearl Harbor,0,1
The Sea Lion AG,0,1
The Sea Lion BV,0,1
The Sea Lion GmbH Transport,0,1
The Sea Lion Limited Liability Company Forwading,0,1
The Sea Lion N.V. Cargo,0,1
The Sea Lion Wave Pic Overseas,0,1
The Sea Turtle GmbH & Co. KG Freight,0,1
The Sea Turtle S.A. de C.V. Delivery,0,1
The Sea Turtle and Son's,0,1
Thetis Corp and Son's,0,1
Thetis S.A. de C.V. Marine conservation,0,1
Thoho Tidal flat AG Merchants,0,1
Thomas GmbH & Co. KG Tidal flat,0,1
"Thomas, Carter and Dennis",0,1
"Thomas, Hernandez and Rodriguez",0,1
"Thomas, Kent and Blanchard",0,1
"Thomas, Lee and Hudson",0,1
"Thomas, Matthews and Dean",0,1
"Thomas, Patterson and Ramirez",0,1
Thomas-Buchanan,0,1
Thomas-Crawford,0,1
Thomas-Garcia,0,1
Thomas-Luna,0,1
Thomas-Moran,0,1
Thomas-Richards,0,1
Thomas-Stevenson,0,1
Thomas-White,0,1
Thomas-Wiley,0,1
Thompson Group,0,2
"Thompson, Chandler and Thompson",0,1
"Thompson, Cruz and Benson",0,1
"Thompson, Davidson and Hodges",0,1
"Thompson, Goodwin and Chavez",0,1
"Thompson, Juarez and Hall",0,1
"Thompson, Lamb and Jordan",0,1
Thompson-Escobar,0,1
Thompson-Fox,0,1
Thompson-Murray,0,1
Thompson-Wilson,0,1
Thornton-Adams,0,1
Thornton-Cardenas,0,1
Tiao piao  Ltd and,0,1
Tiao piao  Ltd. Corporation,0,1
Tiao piao  OJSC Coast,0,1
Tiao piao  SE Investment,0,1
Tide Turners Limited Liability Company United,0,1
Tide Turners Marine sanctuary Marine life,0,1
Tide Turners S.A. de C.V. Marine,0,1
TideTracker Limited Liability Company Consultants,0,1
Todd LLC,0,1
Todd PLC,0,1
"Todd, Mata and Gregory",0,1
"Todd, Rhodes and Castillo",0,1
Torres Ltd,0,1
"Torres, Clarke and Fuller",0,1
"Torres, Sanchez and Brady",0,1
Torres-Anderson,0,1
Torres-Weber,0,1
"Tran, David and Turner",0,1
"Tran, Harrell and Perkins",0,1
"Tran, Smith and Long",0,1
Tran-Brady,0,1
Tripura  Ltd. Liability Co,0,2
Tripura  Market Company Marine ecology,0,1
Tripura  Market Tsunami Pic Transport,0,1
Tripura  S.A. de C.V.,0,1
Triton Roe Ltd & Son's,0,1
"Trujillo, Powell and Miller",0,1
"Trujillo, Ross and Taylor",0,1
"Trujillo, Smith and Perry",0,1
Trujillo-Brown,0,1
Tsha wamba Corporation Forwading,0,1
Tsha wamba GmbH & Co. KG Worldwide,0,1
Tsha wamba S.A. de C.V.,0,1
Tsha wamba SRL Forwading,0,1
Tshikele S.A. de C.V.,0,1
Tshikwea Ltd. Liability Co Barracuda,0,1
Tshikwea S.A. de C.V.,0,1
Tshimbua Ltd. Liability Co,0,1
Tshinganda GmbH & Co. KG Worldwide,0,1
Tshinganda Ltd. Corporation Express,0,1
Tucker Ltd,0,1
Tucker PLC,0,2
"Tucker, Bright and Parrish",0,1
Tucker-Roy,0,1
Tucker-Willis,0,1
TunaTime Tidal flat Sp Worldwide,0,1
TunaTreat Seagrass BV Solutions,0,1
TunaTreat Surf Inc Express,0,1
TunaTreats Oceanfront AB Enterprises,0,1
Turkish  Marine ecology Ges.m.b.H. Carriers,0,1
Turkish Calamari Aqua OJSC Consultants,0,1
Turkish Calamari Express Cruise ship,0,1
Turkish Calamari Kga Overseas,0,1
Turkish Calamari Ltd. Corporation Distribution,0,1
Turkish Mussels Brackish Kga Services,0,1
Turkish Mussels Buoy SRL Transit,0,1
Turkish Mussels Ltd. Corporation Logistics,0,1
Turkish Mussels Tsunami Ltd Services,0,1
Turkish Salmon AB Marine biology,0,1
Turkish Salmon GmbH & Co. KG,0,1
Turkish Sword AG Logistics,0,1
Turkish Sword GmbH & Co. KG Delivery,0,1
Turkish Sword Incorporated Solutions,0,1
Turkish Sword Ltd Export,0,1
Turkish Sword N.V. Logistics,0,1
Turkish Sword Oyj Brothers,0,1
Turner Inc,0,1
"Turner, Buck and James",0,1
"Turner, Martinez and Powell",0,1
"Turner, Smith and Dougherty",0,1
